醫療院所,縣市,鄉鎮市區,地址,電話,TWD97X,TWD97Y
成都診所,新北市,板橋區,成都街九十五號,29571122,296749.0836,2766451.3
成渼聯合診所,臺南市,仁德區,後壁里中正路二段316號,06-2702555,173261.35,2539051.03
成渼聯合診所,臺南市,仁德區,後壁里中正路二段316號,06-2702555,173261.35,2539051.03
成源牙醫診所,彰化縣,彰化市,太平街154號,04-7249837,203256.46,2663712.91
成德中醫診所,新北市,土城區,明德路二段163號1樓,02-22657056,295221.5273,2763968.668
托福牙醫診所,新竹縣,竹東鎮,興農街17號,35946678,258739.47,2736973.313
早安美學牙醫診所,新竹縣,竹北市,科大一路120號1樓,03-6572706,250942.497,2745984.887
旭川牙醫診所,新北市,汐止區,南昌街45號1、2樓,26493666,316905.8027,2773527.597
旭日牙醫診所,臺北市,萬華區,西藏路117號1樓,23012000,300747.4369,2769147.897
旭日牙醫診所,臺南市,東區,圍下里北門路1段102號,06 2265611,169188.38,2543598.24
旭生中醫診所,臺北市,萬華區,萬大路五二六號,23032023,300139.207,2767961.177
旭光美學牙醫診所,新北市,永和區,永和路二段242號1、2樓,289267001,302070.2453,2767495.454
旭光美學牙醫診所,彰化縣,彰化市,華北里旭光路127號1樓,04-7233898,203915.95,2663241.49
旭安診所,新北市,淡水區,民生路52巷2弄6號1樓,28086521,296574.6613,2781056.244
旭安診所,彰化縣,溪湖鎮,光平里文東街9號4樓,04-8857665,197182.751,2650927.921
旭彤診所,臺北市,大安區,大安路1段101巷10號5樓,27216819,305201.7945,2770332.901
旭明眼科診所,臺北市,文山區,景興路203號,02-86638683,304909.818,2764979.053
旭東牙醫診所,桃園市,觀音區,忠愛路一段106號1樓、2樓,03-4081638,266771.98,2765169.58
旭品牙醫診所,臺中市,豐原區,圓環南路134號1樓,04-25270571,220585.1379,2682460.604
旭美牙醫診所,臺中市,清水區,文昌街7號1、2樓,04-26225851,207061.9799,2684955.154
旭恩小兒科診所,新北市,永和區,中山路一段172號1樓,937863927,301399.6317,2766887.223
旭恩牙醫診所,臺北市,中山區,中山北路2段153號1樓,(02)2523-5180,302763.6884,2772766.802
旭恩復健科診所,臺北市,中山區,復興北路38號2樓,27528654,304865.0342,2771343.412
旭康復健科診所,臺北市,北投區,石牌路一段40號(實際使用:1、2、3樓),2828-0067,301483.9795,2778397.761
旭康診所,臺中市,南區,復興路一段123號1樓,04-22628008,214240.6318,2667380.497
旭康診所,桃園市,蘆竹區,中山路50號1樓、52之1號1樓(含夾層)、56號1樓,03-3129011,280229.15,2771824.7
旭彬牙醫診所,臺中市,南屯區,文心南二路408號,04-24736986,213858.799,2670147.196
旭揚牙醫診所,臺北市,大同區,承德路一段41巷12號,225594028,302220.6898,2771547.529
旭森口腔外科牙醫診所,桃園市,中壢區,三光路58號1樓,03-2810606,271277.11,2761439.8
旭陽牙醫診所,桃園市,桃園區,成功路二段25號1樓,03-3383595,281790.86,2765111.98
旭陽診所,高雄市,左營區,博愛二路580號1、2、3樓,5508731,178436.101,2507691.629
旭豐診所,嘉義市,東區,吳鳳南路583號,05 2302108,194723.419,2594934.742
曲孝禮診所,新北市,新莊區,公園一路84號1Ｆ,02 9970205,294728.9405,2769940.41
有仁牙醫診所,臺北市,士林區,忠誠路二段154巷13號1樓,02-28737711,303670.6532,2778647.173
有生堂中醫診所,臺中市,太平區,中興路四十八號,04-22756298,221242.33,2669264.01
有田診所,新竹縣,關西鎮,正義路14號,35872307,267828.918,2742658.815
有全醫療社團法人有全牙醫診所,新北市,新店區,北新路二段164號1樓,229101388,304827.885,2763194.934
有全醫療社團法人景美牙醫診所,臺北市,文山區,景美街20號3樓,29339793,304697.1483,2764926.354
有好美學診所,新北市,板橋區,文化路二段182巷1弄79號(1、2樓及夾層),02-22555785,297648.6541,2769087.732
有成外科診所,臺北市,信義區,永吉路213號,227613891,307905.8251,2770963.798
有廷中醫診所,臺中市,東區,自由路四段317號1樓,04-22139668,220038.1163,2670884.115
有明中醫診所,新北市,永和區,保安路153號1樓,229261351,301164.6289,2767308.77
有慈氏中醫診所,臺中市,北屯區,松竹路二段362之1、362之2號1樓,04-22416376,218530.5734,2675281.694
有德中醫診所,高雄市,苓雅區,建國一路89號,7117780,181701.5,2503513.78
有慶中醫診所,新北市,新莊區,民安西路311號1樓之1及313號1樓之1,22022200,293125.4258,2767108.969
有聲中醫診所,臺北市,中山區,中原街50號,02-25603773,303351.9336,2772352.238
朱小兒科診所,臺北市,中正區,汀州路二段220號1樓,223651810,302883.8523,2768329.629
朱內科診所,新竹縣,關西鎮,正義路120號,35876816,267817.548,2742984.861
朱水松耳鼻喉科診所,新北市,樹林區,中山路一段151之2號（一樓）,02-26812928,292607.5498,2764626.328
朱世弘婦產科診所,桃園市,中壢區,中美路101號1樓至3樓,03 4268668,272715.68,2761232.08
朱世輝耳鼻喉科診所,臺北市,大同區,民權西路106號2樓,225535016,302192.0971,2772824.578
朱以禮診所,臺南市,歸仁區,辜厝里中正南路一段104號,3301371,177528.15,2540519.59
朱永成耳鼻喉科診所,臺中市,西屯區,西屯路三段159?55號1樓,04-24618421,213064.3506,2675171.634
朱永昌內科小兒科診所,臺中市,北區,三民路三段210之10號,04 22253269,218096.7452,2672105.07
朱永恆診所,桃園市,龜山區,中興路353號1樓,03-3508182,283822.81,2764927.34
朱玉柱診所,高雄市,鼓山區,鼓波街36-1號,07 5217139,175073.69,2502545.91
朱皮膚科診所,桃園市,桃園區,中華路118號1樓,03 3391331,281110.43,2764730.5
朱先營診所,新竹縣,湖口鄉,中正路一段27號,35998325,254532.055,2754990.202
朱光興診所,高雄市,鼓山區,文信路256號1樓,07-5227188,177979.556,2507329.021
朱耳鼻喉科診所,臺北市,信義區,忠孝東路5段452號1樓,02-27209172,308155.3659,2770408.281
朱耳鼻喉科診所,新竹縣,竹東鎮,東寧路三段95號,35943769,258738.719,2736858.459
朱志方皮膚科診所,臺中市,太平區,樹孝路43-2號,04-23918203,221172.73,2671732.51
朱明添中醫診所,新竹市,東區,復中里民生路166、166-1號1樓,03-5353853 (0939339439),247663.55,2744826.47
朱育正牙醫診所,新竹市,東區,復中里中央路219號1-2樓,03-5436999,247381.11,2744604.06
朱俊源診所,宜蘭縣,宜蘭市,中山路三段188號,03-9322729,326183.649,2739402.313
朱家庭醫學科診所,臺北市,松山區,八德路3段12巷57弄39之1號1樓,,305712.8108,2770932.13
朱眼科診所,臺東縣,臺東市,光明路151號,89332728,265539.808,2517109.662
朱博欣小兒科診所,臺中市,沙鹿區,中山路487之2號1樓,04-26630086,205502,2682276
朱智盟眼科診所,桃園市,蘆竹區,中正路367號1樓、3樓,03-3525677,279349.88,2771259.01
朱傳弘骨科診所,新北市,板橋區,陽明街125號1、2樓、127號1、2樓,8259-6606,296786.069,2768473.745
朱僑光婦幼專科診所,基隆市,中正區,義一路54號1.2.3.5.6.7樓,(02)24234203,325206.163,2780703.567
朱嘉生診所,臺南市,安南區,城北里安中路六段620、622號1樓,06-2573180,160769.65,2551600.81
朱穗青中醫診所,臺南市,歸仁區,辜厝里民族南街39號1樓,06-2308320,177419.97,2540710.95
朴子市農會附設診所,嘉義縣,朴子市,平和里1鄰市東路3號,05-3790995,173160.71,2595711.08
朴成牙醫診所,嘉義縣,朴子市,四維路二段100號1樓2樓,05-3701008,172399.03,2595285.67
朵逸中醫診所,桃園市,平鎮區,南京路123之1號1樓及123之2號1樓,03-4392501,270994.541,2756510.37
朵薇診所,臺北市,大同區,南京西路288號3樓之9、3樓之10、3樓之11,225527907,301859.7953,2771847.263
朵儷形象美學診所,高雄市,鼓山區,明誠三路435號1-2樓,07-5869289,178255.949,2506909.884
?特菈醫美診所,臺中市,南屯區,大墩11街412號1樓,04-22598988,213619.9395,2671566.582
汎宇牙醫診所,臺中市,南區,復興路一段519號1樓、2樓,04-22616622,215278.8537,2668118.333
汎美牙醫診所,桃園市,中壢區,中山東路二段73號1樓,03 4665986,274077.64,2760679.85
汎美牙醫診所,臺南市,東區,東門里慶東街118號,2353688,169655.5,2543241.33
汎美皮膚科診所,臺北市,內湖區,東湖路4號1樓,27920075,311777.7233,2773522.582
汎德牙醫診所,新北市,林口區,仁愛路二段24號1、2樓26號1、2、3樓,86019951,288883.9923,2774266.489
汏樹中醫診所,高雄市,大樹區,檨腳里中正一路375、377號,6522698,191879.71,2510437.91
汐心牙醫診所,新北市,汐止區,大同路2段689號1樓及建成路18號2樓之3,8692-3998,317087.2163,2773979.361
汐止力康復健科診所,新北市,汐止區,新台五路1段93號3樓,26976711,315355.2875,2772756.269
汐止有間診所,新北市,汐止區,福德一路220號1樓,02-86931716,314000.1839,2773150.461
汐止長青診所,新北市,汐止區,秀峰路68號1樓,02-26485156,316565.6338,2773077.694
汐止泰興中醫診所,新北市,汐止區,康寧街361號1樓,26934789,313402.6104,2773424.351
汐止陳診所,新北市,汐止區,新昌路52號1樓,02-26919898,316853.1042,2773482.353
汐止蒔美牙醫診所,新北市,汐止區,中興路144號1樓、2樓,26923586,313837.8817,2773069.863
汐科牙醫診所,新北市,汐止區,新台五路一段81號2樓之1(B室及C室),02-86981121,315215.9779,2772705.588
汐科杞子中醫診所,新北市,汐止區,大同路二段312巷8號1樓,8642-3022,316154.9005,2773262.042
汐美學牙醫診所,新北市,汐止區,中興路115號1樓,26958181,313761.3703,2773123.628
汐潔牙醫診所,新北市,汐止區,大同路二段312巷11弄2號1樓,8692-3991,316198.0887,2773210.167
汝安診所,臺中市,南屯區,水安街3號1、2樓,04-22513310,214055.5046,2671989.008
江子朋醫美診所,臺北市,大安區,復興南路1段137號6樓之8,,304895.1238,2770582.685
江子翠林牙醫診所,新北市,板橋區,文化路二段333號,02 2532036,297675.4031,2769228.442
江元煌診所,彰化縣,員林市,中山路一段759號,04-8335363,206308.95,2650386.37
江心修診所,宜蘭縣,冬山鄉,廣興路215號,03-9611097,325789.06,2729398.82
江文標皮膚科診所,基隆市,仁愛區,愛三路120號6樓,02-24278759,324984.211,2780342.735
江牙醫診所,臺中市,北屯區,昌平路二段46號,04 24222296,217815.0655,2676271.012
江牙醫診所,高雄市,鼓山區,西藏街255號,07 5614690,175839.485,2506225.007
江牙醫診所,新竹市,北區,中山路253號,03-5223450,246069.52,2743814.33
江牙醫診所,嘉義縣,大林鎮,中興路99－2號,05 2658919,194537.38,2611242.51
江北牙醫診所,新北市,汐止區,大同路二段四三四號二樓,02 6435621,316513.7519,2773373.122
江外科診所,彰化縣,員林市,三民街51號,04 8320870,206428.21,2650470.3
江生診所,新北市,三重區,重新路二段1號5樓,29869156,300410.6938,2772848.457
江皮膚科診所,桃園市,新屋區,中華路427號1樓,(03)3310616,260728.53,2763249.03
江吉亮中醫診所,新北市,新莊區,中誠街53巷6號,02 2765763,295529.0095,2771147.686
江耳鼻喉科診所,臺中市,大里區,東榮路324號,04 24818345,217952.82,2667286.88
江耳鼻喉科診所,屏東縣,屏東市,中華路49號,08 7669471,197578.99,2508094.43
江志明內小兒科診所,臺中市,大里區,中興路一段53號,04 24930233,219278.97,2664069.52
江村牙醫診所,新北市,三重區,信義街13號1樓,29786289,300397.4335,2773045.164
江村聯合診所,新北市,三重區,重新路三段七號一至四樓及九號二至四樓,229821515,299968.5101,2772697.28
江秀蓉診所,新竹市,東區,光復路一段485巷6弄18號,03 5630818,251414.85,2741884.27
江秀蓉診所,新竹市,東區,光復路一段485巷6弄18號,03 5630818,251414.85,2741884.27
江坤燦小兒科診所,臺中市,北區,進化北路118巷51、53號1樓,04 22339598,218274.3145,2673401.001
江宗龍小兒科診所,臺中市,大里區,益民路二段323號,04-24821555,217853.03,2667542.99
江昇洸診所,嘉義市,東區,民權路279之1號,05 2258717,194413.819,2597898.326
江昌雲婦產科診所,花蓮縣,花蓮市,民勤里中美路87號1、2樓,03-8246156,313508.873,2654019.105
江明儒耳鼻喉科診所,澎湖縣,馬公市,大勇街65號,06 9276768,104171.3115,2608368.187
江金旺眼科診所,臺南市,新營區,中營里中山路76號,06 6354866,180411.85,2578307.21
江冠宏中醫診所,桃園市,龜山區,文化三路568號1樓,03-3180578,287277.93,2771519.36
江建中皮膚科診所,新北市,三重區,正義北路三0四號一樓,02 9859136,299962.9811,2773606.546
江建中診所,臺北市,松山區,八德路4段285號1樓,022764-7883,307107.6247,2771339.786
江春木診所,高雄市,左營區,天祥二路103號1樓、105號1樓,07- 5567377,179476.623,2507745.862
江洱診所,花蓮縣,花蓮市,建國路252號,03-8311717,311018.0632,2653418.277
江美麗婦產科診所,新竹市,東區,武功里新源街136號1樓,03-5750520,249320.28,2743893.55
江致德皮膚科診所,新北市,板橋區,重慶路二五四號,289521090,296718.8202,2765953.336
江英杰診所,臺中市,北屯區,東山路一段239之6號,04-24368789,221281.0878,2674501.183
江重宏耳鼻喉科診所,雲林縣,虎尾鎮,林森路一段三三七號,05-6311799,192558.76,2623267.37
江泰興耳鼻喉科診所,高雄市,鳳山區,澄清路97號,07-7422296,182600.04,2503345.35
江國輝中醫師診所,花蓮縣,花蓮市,和平路471號,03-8322831,311224.547,2652501.819
江婦產科診所,新竹市,東區,三民里民族路125號,03-5353532,247750.56,2744550.51
江崇萍小兒科診所,臺北市,松山區,南京東路五段251巷24弄27號,227632260,306942.0263,2771695.531
江啟生診所,嘉義市,西區,車店里興業西路383號,05 2858357,192434.539,2596165.039
江啟鋒診所,臺中市,中區,三民路二段151號,04 2268703,217534.3872,2670963.864
江眼科診所,桃園市,桃園區,廣文街30號1樓,03 3328728,281532.79,2765095.56
江祥琳牙醫診所,彰化縣,彰化市,長安街33號,04-7239946,203324.18,2664104.29
江陵牙醫診所,新北市,新店區,民權路81號,02 9187411,304344.4183,2763982.651
江博文牙醫診所,彰化縣,員林市,三條里員水路二段438號,04-8358922,207132.69,2650197.86
江舜生牙醫診所,南投縣,草屯鎮,東美街105號3樓,049-2380380,217992.36,2652968.82
江診所,南投縣,埔里鎮,中山路二段386號,049-2983713,246529.49,2651042.84
江逸詩診所,屏東縣,新園鄉,仙吉村仙吉路19之1號,8.8683228,194444.37,2493479
江瑞庭中醫診所,花蓮縣,花蓮市,富吉路59號,03-8463088,310784.151,2654577.221
江萬洲內科小兒科診所,臺中市,大里區,中興路二段651號,04 24851908,218434.05,2667916.45
江榮展診所,臺南市,玉井區,玉井里民生路17號,06-5745834,194759.7,2558237.56
江禎平整形外科診所,高雄市,新興區,七賢一路457號二樓,2360023,178536.961,2503945.921
江翠中醫診所,新北市,板橋區,雙十路3段1號2樓及3號1、2樓,02-8257-0770,297626.3228,2769181.611
江翠牙醫診所,新北市,板橋區,雙十路二段165號1、2樓,02-22552033,297859.9357,2769003.949
江銘酌中醫診所,臺南市,永康區,五王里振興路88號1樓,06-3026670,171563.4,2545826.09
江德賢眼科診所,新北市,板橋區,中正路二0九號,02 2966-7187,296037.0928,2767788.926
江橋診所,彰化縣,員林市,新興里育英路88號、89號1樓及新興街1號,04─8353910,206704.52,2650784.78
江錫輝診所,臺南市,東區,龍山里林森路1段363號1樓及龍山里東門路2段158巷23號1樓,06-2748888,170131.11,2542787.13
江豐裕牙醫診所,嘉義縣,民雄鄉,東榮村中庄116號,05 2064900,192238.57,2606099.71
池明仁整形外科診所,臺北市,中山區,民生東路一段13號5樓,225223377,302856.7109,2772327.392
池振坤耳鼻喉科診所,臺北市,中正區,南昌路一段88號2樓之1,23972684,302215.2466,2769289.388
