綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-237,88,彰化縣,道東書院綠化,彰化縣和美鎮和西里和卿路101號(和卿路與和光路交叉口旁),"24°06'39.9""N","120°29'36.2""E",24.1111,120.4934,198501.60,2667420.23,0.776,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,和美鎮公所民政課,彰化縣和美鎮鹿和路六段337號,陳芝菁,"(道東)04~7560624
04~7560620#123
0919~815347",矽品精密工業股份有限公司彰化廠,104.04.01~115.03.31,11,-,-,106,★106年榮獲空氣品質淨化區優良認養單位甄選企業團體優勝獎,,
apr-238,94,彰化縣,垃圾(灰渣)掩埋場綠化,彰化縣和美鎮垃圾(灰渣)掩埋場國道三號高速公路旁,"24°07'41.6""N","120°31'32.5""E",24.1282,120.5257,201791.51,2669302.60,0.148,-,-,環境部,垃圾場復育綠化,垃圾場/廢棄物堆置場綠化,自行維運,未解列,和美鎮公所清潔隊,彰化縣和美鎮鹿和路六段337號,林妤霏,04~7358519#30,-,-,-,-,-,-,-,,
apr-239,90,彰化縣,和美鎮排水溝綠化,彰化縣和美鎮雅溝里鹿和路五段與番雅溝交叉口至番雅溝與彰化縣和美鎮南佃里大佃路交叉口兩旁,"24°06'11.0""N","120°30'03.4""E",24.1031,120.5009,199260.87,2666531.48,-,1.3,0.130,環境部,都會區道路綠化,道路綠化,自行維運,未解列,和美鎮公所建設課,彰化縣和美鎮鹿和路六段337號,賴品寬,04~7560620#215,-,-,-,-,-,-,-,,
apr-240,88,彰化縣,臺17線(20.5K~69K),彰化縣，省道台17線(20.5K~69K)之中央分隔島綠地,"24°04'11.3""N","120°26'11.2""E",24.0698,120.4364,192688.78,2662868.28,3.310,-,-,環境部,都會區道路綠化,道路綠化,自行維運,未解列,交通部公路局中區養護工程分局彰化工務段,彰化縣彰化市彰興路一段6號,詹家豪,"04~7325625#262
0911~336874",-,-,-,-,-,-,-,,
apr-241,99,彰化縣,伸股段254地號裸露地綠化,彰化縣伸港鄉什股村長春路與彰化縣伸港鄉什股村建國一街交叉口,"24°09'37.2""N","120°28'55.5""E",24.1603,120.4821,197373.02,2672873.43,2.623,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,彰化縣大同國民小學,彰化縣伸港鄉彰新路七段724號,伸港鄉公所社政課柯先生(109/06/02起) 、張舒榕 (總務主任),"04~7982010轉154、0919~228608柯先生
04~7988080 #703張舒榕、0958~166617(張主任)",日友環保科技股份有限公司,106.01.01~113.12.31,7,-,-,-,-,,
apr-242,96,彰化縣,大埔、大饒段裸露地綠化~3(大餚段241~2地號~南區公園),彰化縣員林市大明里大饒路與彰化縣員林市大明里大明路交叉口,"23°56'21.0""N","120°34'49.1""E",23.9392,120.5803,207278.75,2648353.22,1.200,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,員林市公所清潔隊,彰化縣員林市三民街18號,江偉台/承辦,"04~8320014
0937~436843",-,-,-,-,-,-,-,,
apr-243,90,彰化縣,都市計畫公（兒）用地（原公十）綠化,彰化縣員林市三愛里大同路二段129巷西側與彰化縣員林市三信里大仁南街東側,"23°58'05.4""N","120°34'34.9""E",23.9682,120.5764,206891.41,2651566.11,0.590,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,員林市公所清潔隊,彰化縣員林市三民街18號,江偉台/承辦,"04~8320014
0937~436844",美利達工業股份有限公司,103.06.01~117.05.31,14,-,-,-,-,,
apr-244,90,彰化縣,都市計畫公（兒）用地（原公六）綠化,彰化縣員林市惠來里惠民街18巷西側與彰化縣員林市惠來里中山南路東側,"23°57'10.6""N","120°34'18.7""E",23.9529,120.5719,206428.31,2649873.04,0.330,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,員林市公所清潔隊,彰化縣員林市三民街18號,江偉台/承辦,"04~8320014
0937~436845",-,-,-,-,-,-,-,,
apr-245,98,彰化縣,永南公墓裸露地綠化,永靖鄉永南社區永西路85巷(福德國小北側),"23°54'57.4""N","120°32'29.6""E",23.9159,120.5416,203331.06,2645785.03,0.300,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,永靖鄉公所清潔隊,彰化縣永靖鄉瑚璉路230號,盧勇達承辦,04~8221191#163(盧先生) 0931~659626,-,-,-,-,-,-,-,,
apr-246,86,彰化縣,臺一線(永靖鄉~溪州鄉),北起彰化縣永靖鄉五汴村中山路三段與彰化縣永靖鄉五汴村九分路交叉口，南至彰化縣溪州鄉溪厝村中山路二段與永基二圳交叉口,"23°56'02.8""N","120°33'18.5""E",23.9341,120.5551,204711.83,2647796.25,2.033,-,-,環境部,都會區道路綠化,道路綠化,自行維運,未解列,交通部公路局中區養護工程分局彰化工務段,彰化縣彰化市彰興路一段6號,黃為任,"04~7325625#261
0922~994504",-,-,-,-,-,-,-,,
apr-247,100,彰化縣,四芳村裸露地綠化,彰化縣永靖鄉四芳村四湳路與彰化縣永靖鄉四芳村古嶺路交叉口,"23°55'27.3""N","120°31'25.0""E",23.9243,120.5236,201501.61,2646721.37,1.483,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,永靖鄉公所清潔隊,彰化縣永靖鄉永西村瑚璉路230號,盧勇達承辦,"04~8221191#163
0931~659626","彰化縣永靖鄉四芳社區發展協會/
長春石油化學股份有限公司/帝綱瀝青股份有限公司
",(四芳)101.03.31~113.12.31(長春)111.12.15-114.12.14(帝綱)114.04.01~115.04.01,"12.9
3
1",-,-,107、108、109、110,★107年榮獲空氣品質淨化區優良認養單位甄選 社區、志工等民間團體 特優獎、★108年榮獲空氣品質淨化區優良認養單位甄選 社區、志工等民間團體 特優獎、★109年榮獲空氣品質淨化區優良認養單位甄選 社區、志工等民間團體 優勝獎、★110年榮獲空氣品質淨化區優良認養單位甄選 社區、志工團體 特殊貢獻獎,,
apr-248,97,彰化縣,公一霖興段881等地號裸露地綠化,彰化縣埔心鄉舊?村中正路二段與彰化縣埔心鄉舊?村興霖路交叉口,"23°56'58.6""N","120°31'29.0""E",23.9496,120.5247,201623.03,2649522.94,2.453,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,埔心鄉公所建設課,彰化縣埔心鄉員鹿路二段344號,賴冠?承辦,"04~8296249#19
0911~096627",-,-,-,-,-,-,-,,
apr-249,100,彰化縣,舊館段0492地號（新館農村社區）裸露地綠化,彰化縣埔心鄉新?村新?路一巷與彰化縣埔心鄉新?村新館路交叉口,"23°56'13.4""N","120°31'48.3""E",23.9371,120.5301,202168.05,2648136.74,3.355,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,埔心鄉公所建設課,彰化縣埔心鄉員鹿路二段344號,賴冠?承辦,"04~8296249#19
0911~096627",-,-,-,-,-,-,-,,
apr-250,97,彰化縣,湳底路旁綠化,彰化縣溪湖鎮媽厝里湳底路旁(阿媽厝社區旁),"23°56'14.7""N","120°29'53.1""E",23.9374,120.4981,198910.78,2648181.17,1.601,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工認養,未解列,溪湖鎮公所農業課,彰化縣溪湖鎮青雅路58號,陳天文承辦、陳課長,"04~8852121#205(陳天文先生)
0932~110532(陳天文)",彰化縣溪湖慢速壘球協會,108.01.25~116.01.31,8,-,-,-,-,,
apr-251,97,彰化縣,南興段1599等地號青春活力自行車道綠化,彰化縣埔鹽鄉南新村好金路3巷29~2號旁,"23°59'28.3""N","120°27'36.9""E",23.9912,120.4603,195085.78,2654153.71,0.371,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工認養,未解列,埔鹽鄉公所清潔隊,彰化縣埔鹽鄉中正路192號,施映雪,"04~8652301#312
0937~436862",彰化縣埔鹽鄉南新社區發展協會,103.12.01~117.12.31,14,-,-,-,-,,
apr-252,86,彰化縣,公4~1(田中鎮第一環保公園),鄰近彰化縣田中鎮北路里中山街278巷(維樂百貨商行),"23°51'38.3""N","120°35'32.6""E",23.8606,120.5924,208485.34,2639644.85,0.290,-,-,環境部,環保公園,環保公園,自行維運,未解列,田中鎮公所清潔隊,"彰化縣田中鎮復興路335號
彰化縣田中鎮復興路322號(清潔隊地址)",陳健育(承辦),"04~8761417
04~8755957
0987~079468",-,-,-,-,-,-,-,,
apr-253,86,彰化縣,公4~2(田中鎮環保公園),鄰近彰化縣田中鎮北路里中山街287巷(順德中醫),"23°51'31.7""N","120°35'32.5""E",23.8588,120.5924,208484.77,2639445.50,0.130,-,-,環境部,環保公園,環保公園,自行維運,未解列,田中鎮公所建設課,彰化縣田中鎮復興路335號,陳健育(承辦),"04~8761417
04~8755957
0987~079469",-,-,-,-,-,-,-,,
apr-254,96,彰化縣,垃圾掩埋場綠化,鄰近彰化縣田中鎮山腳路三段347巷南側,"23°51'29.4""N","120°36'22.3""E",23.8582,120.6062,209890.17,2639375.08,2.235,-,-,環境部,垃圾場復育綠化,垃圾場/廢棄物堆置場綠化,自行維運,未解列,田中鎮公所民政課,彰化縣田中鎮斗中路一段198號,陳俊驊,04~8761122#286,-,-,-,-,-,-,-,,
apr-255,100,彰化縣,大新段0043地號(第六公墓)裸露地綠化,彰化縣田中鎮中潭里大社路一段旁(達昌汽車修護廠巷子內),"23°51'58.0""N","120°34'36.9""E",23.8661,120.5769,206908.44,2640258.59,0.154,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,田中鎮公所民政課,彰化縣田中鎮斗中路一段198號,陳淑美,04~8748641,-,-,-,-,-,-,-,,
apr-256,88,彰化縣,河濱公園自行車道,北斗鎮七星橋(宮前街、神農路口)往南至廣福宮(八堡二圳內三排水東側)之間,"23°51'55.7""N","120°31'36.0""E",23.8655,120.5267,201795.41,2640208.32,-,2.2,0.220,環境部,都會區自行車道,自行車道,自行維運,未解列,北斗鎮公所農業課,彰化縣北斗鎮公所街2號,張巍鐘,04~8884166#154,-,-,-,-,-,-,-,,
apr-257,89,彰化縣,斗功路自行車道,彰化縣北斗鎮七星里神農路與彰化縣北斗鎮七星里斗功路交叉口,"23°51'49.8""N","120°31'36.7""E",23.8638,120.5269,201815.16,2640019.98,-,1.8,0.180,環境部,都會區自行車道,自行車道,自行維運,未解列,北斗鎮公所農業課,彰化縣北斗鎮公所街2號,張巍鐘,04~8884166#154,-,-,-,-,-,-,-,,
apr-258,88,彰化縣,公二環保公園,彰化縣田尾鄉睦宜村聖德巷(田尾鄉公所附設鄉立托兒所旁),"23°53'08.0""N","120°32'59.1""E",23.8856,120.5498,204155.21,2642426.68,0.865,-,-,環境部,環保公園,環保公園,自行維運,未解列,田尾鄉公所清潔隊,彰化縣田尾鄉公所路201號,胡黎娜、黃小姐(可優先聯絡),"04~8832944 
0923~218950",-,-,-,-,-,-,-,,
apr-259,90,彰化縣,埤頭段656號綠化,鄰近彰化縣埤頭鄉埤頭村埤頭路(埤頭公園),"23°53'36.8""N","120°28'29.2""E",23.8936,120.4748,196520.96,2643338.99,0.518,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,埤頭鄉公所清潔隊,"彰化縣埤頭鄉斗苑西路138號
清潔隊地址(23°50'58.6""N 120°26'57.3""E)",楊喬?,"04~8898956#11或12
0981~571515",-,-,-,-,-,-,-,,
apr-260,90,彰化縣,中和段918號綠化,彰化縣埤頭鄉中和村庄尾路旁(戰車公園),"23°50'27.7""N","120°27'24.1""E",23.8410,120.4567,194655.52,2637520.58,0.119,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,埤頭鄉公所清潔隊,"彰化縣埤頭鄉斗苑西路138號
清潔隊地址(23°50'58.6""N 120°26'57.3""E)",楊喬?,"04~8898956#11或12
0981~571515",彰化縣埤頭鄉中和社區發展協會,100.08.01~115.12.31,14.4,-,-,-,-,,
apr-261,90,彰化縣,芙朝段311. 312號綠化,彰化縣埤頭鄉芙朝村芙朝路與彰化縣埤頭鄉芙朝村文化路交叉口,"23°52'13.9""N","120°28'57.9""E",23.8705,120.4828,197326.24,2640777.70,0.163,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,埤頭鄉公所清潔隊,"彰化縣埤頭鄉斗苑西路138號
清潔隊地址(23°50'58.6""N 120°26'57.3""E)",楊喬?,"04~8898956#11或12
0981~571515",彰化縣埤頭鄉芙朝社區發展協會,100.08.01~114.12.31,13.4,-,-,-,-,,
apr-262,101,彰化縣,嘉和段525地號（第七公墓）裸露地綠化,彰化縣埤頭鄉陸嘉村中華路與彰化縣埤頭鄉陸嘉村嘉和路交叉口,"23°51'03.9""N","120°27'48.2""E",23.8511,120.4634,195342.28,2638636.53,1.316,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,埤頭鄉公所清潔隊,"彰化縣埤頭鄉斗苑西路138號
清潔隊地址(23°50'58.6""N 120°26'57.3""E)",楊喬?,"04~8898956#11或12
0981~571515",-,-,-,-,-,-,-,,
apr-263,89,彰化縣,鄉公所榮光村社區綠化工程等五件（榮光社區活動中心前廣場),鄰近彰化縣溪州鄉榮光村政民路與八堡二圳內三排水交叉口,"23°49'13.1""N","120°34'35.5""E",23.8203,120.5765,206852.55,2635186.50,0.040,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",彰化縣溪州鄉榮光社區發展協會,109.06.15~116.12.31,7.6,-,-,-,-,,
apr-264,89,彰化縣,鄉公所榮光村社區綠化工程等五件（大庄村田中路）,彰化縣溪州鄉田中路與登山一路交叉口至田中路與大同北路交叉口,"23°49'12.0""N","120°34'14.8""E",23.8200,120.5708,206271.71,2635155.02,0.080,-,-,環境部,都會區道路綠化,道路綠化,志工認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",彰化縣溪州鄉大庄社區發展協會,110.12.01~113.12.31,3,-,-,-,-,,
apr-265,89,彰化縣,溪州村忠孝路綠化工程等八件（俊智路）,彰化縣溪州鄉榮光村中山路三段與彰化縣溪州鄉榮光村俊智路交叉口至彰化縣溪州鄉榮光村俊智路與彰化縣溪州鄉榮光村俊仁路交叉口,"23°51'08.3""N","120°29'20.9""E",23.8523,120.4891,197960.60,2638759.75,0.040,-,-,環境部,都會區道路綠化,道路綠化,企業認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",-,-,-,-,-,-,-,,
apr-266,89,彰化縣,溪州村忠孝路綠化工程等八件（俊仁路）,彰化縣溪州鄉溪州村中央路三段與彰化縣溪州鄉溪州村俊仁路交叉口至彰化縣溪州鄉溪州村俊仁路與彰化縣溪州鄉溪州村俊智路交叉口,"23°50'57.4""N","120°29'40.7""E",23.8493,120.4946,198519.64,2638425.50,0.040,-,-,環境部,都會區道路綠化,道路綠化,企業認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",彰化縣溪州鄉溪州社區發展協會,113.02.06~114.02.05,1,-,-,-,-,,
apr-267,89,彰化縣,溪州村忠孝路綠化工程等八件（俊勇路）,彰化縣溪州鄉溪州村俊智路與彰化縣溪州鄉溪州村俊勇路交叉口至彰化縣溪州鄉溪州村俊勇路與彰化縣溪州鄉溪州村中央路三段交叉口,"23°50'51.6""N","120°29'41.9""E",23.8477,120.4950,198559.76,2638248.16,0.040,-,-,環境部,都會區道路綠化,道路綠化,企業認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",-,-,-,-,-,-,-,,
apr-268,89,彰化縣,溪州村忠孝路綠化工程等八件（公園路）,彰化縣溪州鄉溪州村中山路三段與彰化縣溪州鄉溪州村公園路交叉口至彰化縣溪州鄉溪州村公園路與彰化縣溪州鄉溪州村信義路交叉口,"23°51'08.0""N","120°29'32.2""E",23.8522,120.4923,198286.51,2638747.51,0.040,-,-,環境部,都會區道路綠化,道路綠化,企業認養,未解列,溪州鄉公所清潔隊,彰化縣溪州鄉溪下路四段560號,鄭如妤,"04~8896100 #153
04~8899010(清潔隊)",彰化縣溪州鄉溪州社區發展協會,113.02.06~114.02.05,1,-,-,-,-,,
apr-269,88,彰化縣,大樹公自行車道,彰化縣竹塘鄉田頭堤防南側(九龍大榕公旁),"23°49'43.8""N","120°26'59.5""E",23.8288,120.4499,193957.57,2636172.12,-,2.018,0.202,環境部,都會區自行車道,自行車道,企業認養,未解列,竹塘鄉公所建設課,彰化縣竹塘鄉竹林路一段305號,周建鑫,04~8972001#179,-,-,-,-,-,-,-,,
apr-270,89,彰化縣,新二林溪岸綠化(忠孝橋至和平橋),彰化縣二林鎮南光里儒林路二段與二林溪交叉口至彰化縣二林鎮南光里舊二路與二林溪交叉口,"23°53'34.8""N","120°21'46.9""E",23.8930,120.3630,185136.22,2643319.31,0.130,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,二林鎮公所清潔隊,彰化縣二林鎮斗苑路四段636號,沈欣怡承辦,"04~8952425 0906~502912
楊勝偉隊長04~8969906 #201",彰化基督教醫療財團法人二林基督教醫院,104.08.01~113.12.31,9.4,-,-,-,-,,
apr-271,94,彰化縣,二林國小第二校區廢棄物棄(堆)置等污染場址綠化,彰化縣二林鎮後厝里緊鄰太平路與三民路,"23°54'04.5""N","120°22'49.1""E",23.9013,120.3803,186901.91,2644230.71,2.180,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,企業認養,未解列,彰化縣二林國民小學,彰化縣二林鎮斗苑路五段22號,莊詠心(總務主任)、謝瞞宜(事務組長),04~8960057#777(組長),力鵬企業股份有限公司,110.01.01~114.12.31,4,-,-,-,-,,
apr-272,96,彰化縣,東和里空氣品質淨化區設置,二林鎮東和里仁愛路及尚德街口,"23°54'04.3""N","120°21'52.1""E",23.9012,120.3645,185293.05,2644226.77,0.263,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,二林鎮公所清潔隊,彰化縣二林鎮斗苑路四段636號,沈欣怡承辦,"04~8952425 0975~036191
楊勝偉隊長04~8969906 #201",-,-,-,-,-,-,-,,
